"x" "y" "x_err" "y_err" "corxy"
0.304 -0.39139 0.087664 0.117165 -0.62625
0.006 -0.36575 0.025553 0.135322 -0.29908
0.278 -0.35626 0.077826 0.126503 -0.93346
0.307 -0.62851 0.064884 0.1157 0.479135
0.186 -0.35791 0.06414 0.111131 0.851551
-0.005 -0.19402 0.049244 0.116607 0.871383
0.627 -0.42994 0.091923 0.141947 -0.10642
0.246 -0.34148 0.063134 0.103484 -0.77901
-0.089 -0.40471 0.052554 0.13406 0.802627
0.414 -0.4903 0.05714 0.124072 0.76618
0.299 -0.5043 0.079177 0.16513 0.372353
0.316 -0.69126 0.072945 0.118321 0.074471
0.434 -0.45018 0.066241 0.122806 -0.7458
0.065 -0.32023 0.031764 0.146089 -0.30986
0.358 -0.50226 0.071693 0.129673 -0.68668
0.239 -0.24237 0.030413 0.121016 -0.97848
0.091 0.04778 0.051865 0.104679 0.383131
0.162 -0.35572 0.057454 0.123718 -0.8215
0.443 -0.36097 0.065863 0.125881 -0.34587
0.135 -0.32119 0.058309 0.172085 -0.18526
0.444 -0.53228 0.07839 0.13617 -0.39122
0.101 -0.24665 0.049648 0.125838 0.567235
-0.003 -0.09658 0.0436 0.118313 0.55873
0.316 -0.54373 0.087235 0.134601 0.893702
0.186 -0.47044 0.039824 0.119907 0.150322
0.499 -0.48056 0.0486 0.104399 -0.85105
0.235 -0.38689 0.0614 0.122152 0.728628
0.557 -0.79611 0.059076 0.134567 -0.19956
0.55 -1.25814 0.059076 0.134705 -0.82524
0.142 -0.32096 0.030016 0.11236 -0.89931
0.233 -0.4909 0.042801 0.121725 0.144092
0.038 -0.20101 0.052153 0.130954 -0.42481
0.184 -0.44101 0.050477 0.112518 -0.51919
0.274 -0.57698 0.044204 0.116278 0.682193
0.034 -0.19668 0.056938 0.12107 0.904983
-0.083 -0.13291 0.0414 0.117906 0.350749
0.148 -0.27712 0.057982 0.132328 -0.05932
0.12 -0.36852 0.081394 0.128947 -0.46672
0.35 -0.49298 0.06723 0.131727 -0.8273
0.158 -0.27912 0.065863 0.142034 0.254678
0.067 -0.29193 0.061057 0.13463 -0.0323
0.304 -0.43078 0.07839 0.127832 -0.73313
0.157 -0.31632 0.06414 0.119255 0.209997
0.226 -0.42683 0.053535 0.173179 -0.84627
0.497 -0.44743 0.072401 0.132203 0.203364
0.103 -0.20289 0.058137 0.106535 0.659727
0.278 -0.46352 0.069462 0.125412 -0.86595
0.419 -0.54531 0.07343 0.142315 0.26986
0.25 -0.84353 0.084077 0.090042 0.84799
0.237 -0.43244 0.039051 0.112444 0.583488
0.039 -0.4767 0.045188 0.167007 0.292328
0.087 -0.30239 0.071196 0.111645 0.469766
0.217 -0.66828 0.056462 0.119544 -0.0296
0.342 -0.39903 0.061057 0.114028 0.989632
0.216 -0.60688 0.072201 0.123489 -0.66293
0.195 -0.52865 0.047434 0.123538 0.794624
-0.007 -0.274 0.058668 0.13629 -0.21925
0.228 -0.59959 0.076059 0.130588 -0.89679
0.184 -0.406 0.052153 0.118197 0.769838
0.253 -0.5366 0.060539 0.118581 -0.89888
0.463 -0.52639 0.066573 0.127873 0.185935
0.365 -0.58013 0.084534 0.11757 -0.50589
0.085 -0.18671 0.062769 0.112404 0.288583
-0.055 -0.23901 0.023021 0.119165 -0.38264
0.206 -0.3928 0.067742 0.122612 -0.39474
0.03 -0.32769 0.044777 0.117305 0.581712
0.383 -0.47048 0.048414 0.119544 -0.23359
0.236 -0.58933 0.087235 0.133429 -0.79541
0.137 -0.30333 0.045803 0.123577 -0.82182
0.323 -0.34123 0.076157 0.120923 -0.32626
0.321 -0.31451 0.06637 0.121335 -0.67564
0.289 -0.32235 0.079649 0.126773 -0.69292
0.347 -0.41574 0.066037 0.129058 0.688787
0.033 -0.13939 0.056938 0.136514 -0.1283
0.443 -0.70425 0.068095 0.118581 -0.63329
0.308 -0.39648 0.02 0.116525 -0.21253
0.016 -0.13008 0.044407 0.142024 -0.20058
0.059 -0.52009 0.080529 0.123516 0.348632
0.129 -0.61871 0.068883 0.124921 -0.42976
0.138 -0.57052 0.050774 0.123395 0.419445
0.024 -0.36334 0.084528 0.124851 0.875433
0.352 -0.34861 0.049091 0.104292 0.763947
0.485 -0.6352 0.08438 0.126697 -0.64091
0.114 -0.38278 0.045803 0.10991 -0.98809
0.061 -0.39555 0.055713 0.108218 0.969371
0.266 -0.43239 0.083725 0.123257 -0.76787
0.332 -0.48014 0.079755 0.152913 -0.8506
0.401 -0.51261 0.072718 0.117176 -0.49991
0.411 -0.66983 0.051865 0.116481 0.021439
0.262 -0.4035 0.066887 0.121777 0.972342
0.212 -0.29775 0.058523 0.110101 0.577933
0.073 -0.16602 0.069354 0.119945 0.94751
0.146 -0.29393 0.061057 0.136327 0.288084
1.106 -0.51385 0.038897 0.107965 0.27069
0.41 -0.49107 0.065513 0.142045 0.858065
0.035 -0.46318 0.082292 0.110769 -0.67345
0.25 -0.30626 0.045803 0.105991 0.475902
0.105 -0.37411 0.043416 0.111864 -0.4703
0.302 -0.4723 0.071196 0.167589 -0.16507
0.209 -0.36279 0.081412 0.117027 0.49638
0.044 -0.40574 0.062769 0.179738 0.340901
-0.088 -0.31685 0.043829 0.120809 -0.09578
0.309 -0.52495 0.078294 0.125279 0.057727
0.217 -0.29816 0.081412 0.120117 0.679528
0.446 -0.14777 0.090553 0.119329 0.673861
0.087 -0.3812 0.025553 0.108101 0.573733
0.069 -0.4214 0.091809 0.133532 0.364967
0.26 -0.39619 0.065 0.115405 0.249275
0.017 -0.35999 0.032649 0.119675 0.243193
0.106 -0.23256 0.072201 0.111542 -0.1258
0.281 -0.76945 0.065 0.09779 -0.07502
0.078 -0.31661 0.059682 0.12058 -0.22061
0.334 -0.68822 0.089554 0.133302 -0.23331
0.12 -0.09644 0.046615 0.098422 0.659984
0.599 -0.52677 0.084723 0.124666 -0.36493
0.177 -0.13407 0.043416 0.153843 -0.42854
0.217 -0.36111 0.076478 0.119662 -0.13542
0.036 -0.33436 0.054918 0.134595 -0.39039
0.11 -0.23963 0.068 0.104099 0.183483
0.308 -0.77064 0.080062 0.106927 0.912233
0.547 -0.41806 0.06603 0.118782 -0.49263
0.152 -0.2307 0.051039 0.120643 0.609662
0.077 -0.18226 0.041593 0.107293 -0.89515
-0.104 -0.29866 0.07782 0.115725 0.060388
0.242 -0.3454 0.057688 0.156296 0.078965
0.036 -0.22142 0.061057 0.144999 0.898195
0.319 -0.40791 0.054644 0.123187 -0.63263
0.006 -0.32028 0.044204 0.152058 0.241984
0.334 -0.56333 0.054644 0.126312 -0.8644
0.267 -0.3366 0.044204 0.09996 -0.64494
0.123 -0.37878 0.023021 0.102313 -0.78047
-0.063 -0.16333 0.043185 0.118758 0.71267
-0.089 -0.19529 0.028178 0.114258 -0.11658
0.213 -0.37087 0.042011 0.111761 0.507151
0.297 -0.45757 0.085959 0.127281 -0.80471
0.263 -0.57008 0.080529 0.115935 0.137535
0.359 -0.53107 0.074946 0.128856 -0.11139
0.182 -0.45233 0.051613 0.109178 0.68033
0.202 -0.27309 0.030016 0.10691 0.334074
0.45 -0.38873 0.044821 0.122196 -0.81343
0.011 -0.16065 0.046615 0.122297 -0.84152
0.115 -0.22335 0.05883 0.113113 -0.55751
0.22 -0.43757 0.078294 0.126318 0.790729
0.353 -0.66707 0.061587 0.113573 0.054691
0.044 -0.225 0.055226 0.111756 -0.99224
0.126 -0.26074 0.029529 0.10499 0.532184
0.265 -0.24797 0.067416 0.121219 0.679319
0.292 -0.5329 0.0614 0.118013 0.021684
0.123 -0.24464 0.055758 0.12103 0.008894
0.225 -0.46646 0.063631 0.108297 0.722181
0.071 -0.2603 0.069354 0.103246 0.168373
0.133 -0.29734 0.05608 0.120532 -0.23655
0.335 -0.39266 0.074706 0.130125 0.005076
0.116 -0.09484 0.055226 0.10915 0.990706
0.307 -0.50434 0.087206 0.11681 -0.38011
0.166 -0.13354 0.074242 0.110147 -0.25595
0.302 -0.37472 0.062265 0.115789 -0.59113
0.341 -0.41606 0.0464 0.121903 -0.66127
0.076 -0.20999 0.04801 0.109684 0.142952
0.163 -0.35472 0.0614 0.108812 0.259913
-0.033 -0.23468 0.053 0.108902 0.196499
0.064 -0.30387 0.058523 0.124271 0.615885
0.448 -0.50283 0.074431 0.142447 0.721688
0.472 -0.47053 0.058523 0.114041 0.234573
0.198 -0.53236 0.054918 0.123896 -0.97976
0.238 -0.20251 0.047801 0.102449 0.634399
0.408 -0.55164 0.07343 0.118185 -0.80191
0.307 -0.48515 0.062769 0.123516 -0.1726
0.282 -0.40478 0.046615 0.109551 0.397252
0.117 -0.39011 0.070178 0.103556 0.023885
0.062 -0.14993 0.048259 0.124907 0.679258
0.067 -0.24684 0.080956 0.10969 -0.90434
0.642 -0.53297 0.062425 0.113577 -0.87889
0.118 -0.48656 0.029529 0.114106 0.622967
0.25 -0.57369 0.020808 0.129488 0.689375
0.029 -0.271 0.026925 0.14323 0.630779
0.149 -0.45057 0.043863 0.119293 -0.69382
-0.037 -0.14969 0.04 0.10788 -0.06216
-0.038 -0.28956 0.055154 0.140282 0.563275
0.234 -0.275 0.047434 0.113879 0.45435
0.602 -0.55615 0.083528 0.118721 -0.35534
0.258 -0.6459 0.034481 0.113259 -0.11012
0.248 -0.48203 0.049648 0.112624 0.164743
0.227 -0.37608 0.05714 0.123774 0.725137
0.217 -0.32289 0.054083 0.120469 -0.78821
0.455 -0.60856 0.077414 0.129712 -0.10907
0.028 -0.27422 0.062265 0.108426 0.211323
0.293 -0.57653 0.042201 0.118145 -0.70016
0.000999 -0.16205 0.045 0.124244 0.096514
-0.112 -0.15283 0.059539 0.094011 -0.70533
0.129 -0.47987 0.072069 0.120575 0.213706
0.051 -0.17064 0.042011 0.126606 -0.4983
0.061 0.048203 0.070604 0.123105 0.268268
0.039 -0.14146 0.082292 0.118025 -0.56933
0.238 -0.49393 0.060207 0.117894 0.460603
-0.034 -0.12697 0.037643 0.12369 -0.16459
0.042 -0.272 0.025553 0.114933 0.316594
0.365 -0.44784 0.085088 0.134065 0.365315
0.584 -0.40076 0.07839 0.116446 0.755305
-0.013 -0.20049 0.024698 0.130564 0.41099
0.491 -0.50543 0.053823 0.112106 -0.93636
0.049 -0.36756 0.060539 0.151146 -0.30497
0.206 -0.42265 0.042201 0.118428 -0.76908
0.063 -0.26082 0.050774 0.118109 0.950892
0.000999 -0.27351 0.044407 0.14305 0.02585
0.064 -0.25772 0.047434 0.103231 -0.63238
-0.008 -0.16051 0.042201 0.138728 -0.03574
0.382 -0.54614 0.07071 0.12954 0.411901
0.107 -0.39831 0.071119 0.125831 -0.29134
-0.076 -0.17094 0.060539 0.106501 -0.1077
0.03 -0.13688 0.040607 0.12609 -0.92917
0.681 -0.67263 0.073573 0.11483 -0.34514
0.151 -0.01598 0.046615 0.130064 -0.13822
0.132 -0.19207 0.072006 0.122037 -0.12731
0.038 -0.2816 0.053535 0.137931 0.885886
0.419 -0.36451 0.054083 0.106414 0.181912
0.022 -0.17274 0.049091 0.104351 0.861364
0.333 -0.57368 0.086769 0.123055 0.46706
0.549 -0.72594 0.091416 0.121639 0.260924
0.736 -0.54345 0.069892 0.128136 -0.2696
0.401 -0.65266 0.071693 0.120434 -0.31461
0.946 -0.8177 0.08792 0.137621 0.122657
0.128 -0.21902 0.062433 0.118432 -0.16245
0.114 -0.30081 0.058309 0.122669 0.42082
0.459 -0.36738 0.082365 0.130842 -0.57399
0.008 -0.16981 0.061911 0.109599 0.630899
0.262 -0.45576 0.087709 0.132229 -0.58264
-0.031 -0.27737 0.029529 0.139606 -0.60241
0.165 -0.25643 0.056603 0.115075 0.463154
0.154 -0.38256 0.050477 0.116677 -0.14944
0.024 -0.39031 0.024698 0.113914 -0.88452
0.35 -0.30515 0.071867 0.116982 0.085618
0.264 -0.59861 0.037536 0.123041 0.782976
0.038 -0.11811 0.06389 0.116702 -0.84494
0.174 -0.235 0.039824 0.112412 0.799351
0.276 -0.44422 0.051865 0.118242 0.076925
-0.033 -0.14342 0.034438 0.126731 -0.62193
0.128 -0.52116 0.050695 0.121166 0.110822
0.442 -0.53243 0.062128 0.11967 0.241279
0.168 -0.56981 0.081394 0.126326 0.538678
0.247 -0.4461 0.051865 0.11624 0.577919
0.227 -0.76941 0.029154 0.115464 -0.75306
0.287 -0.51328 0.040459 0.128393 -0.52712
0.205 -0.21225 0.086769 0.10695 -0.03485
0.208 -0.69862 0.067119 0.109432 0.597849
0.198 -0.04521 0.082024 0.128237 -0.75943
0.191 -0.63296 0.062265 0.10671 -0.74785
0.452 -1.00559 0.059363 0.102982 -0.20355
0.007 -0.26761 0.053 0.100973 0.618579
-0.017 -0.23546 0.076026 0.119711 0.517143
0.33 -0.73457 0.047801 0.105454 0.198255
0.115 -0.34002 0.068476 0.116254 -0.38694
0.103 -0.13835 0.057454 0.109687 -0.67988
0.305 -0.32264 0.06466 0.120162 0.598595
0.297 -0.42899 0.065513 0.111065 -0.74971
0.407 -0.59559 0.038288 0.109844 -0.35143
0.094 -0.27096 0.067601 0.159029 0.317885
0.385 -0.46645 0.053254 0.115518 -0.52434
0.233 -0.61027 0.086313 0.126185 0.291363
0.119 -0.3626 0.05608 0.104655 -0.77534
0.062 -0.23065 0.07071 0.109683 0.655347
0.164 -0.12406 0.04801 0.141054 0.024024
0.183 0.049501 0.048826 0.098979 0.938831
0.238 -0.59294 0.078294 0.267629 -0.95488
0.108 0.045666 0.054083 0.087194 0.862625
0.456 -0.56127 0.037536 0.112556 -0.90565
0.127 -0.14149 0.055758 0.103436 -0.40941
0.662 -0.48109 0.086608 0.124637 0.722019
0.215 -0.21451 0.0436 0.12861 0.970711
0.382 -0.58785 0.05547 0.114063 -0.83115
0.65 -0.42554 0.068796 0.125914 -0.02934
0.156 -0.21406 0.075179 0.121231 0.658857
0.303 -0.64786 0.08497 0.121076 0.434411
0.209 -0.1859 0.065513 0.119248 0.271895
-0.015 -0.23905 0.026925 0.127906 -0.13742
0.111 -0.25245 0.054083 0.119658 0.155868
0.023 -0.18646 0.048259 0.132629 0.294852
0.466 -0.45498 0.063812 0.114382 0.337741
0.087 -0.3313 0.065 0.139162 -0.36601
0.066 -0.22103 0.031764 0.113386 0.166372
0.194 -0.32005 0.0464 0.10534 0.525118
0.1 -0.18545 0.060539 0.139548 -0.76863
0.023 -0.23848 0.067119 0.132704 0.107936
0.068 -0.12605 0.044204 0.121858 -0.13846
-0.04 -0.39752 0.023853 0.100256 -0.6603
0.299 -0.39948 0.058523 0.112591 0.839966
0.084 -0.28865 0.042801 0.148052 -0.03047
-0.033 -0.23149 0.045607 0.128367 -0.90739
0.345 -0.50307 0.069462 0.121438 0.060246
-0.005 -0.27454 0.03312 0.111322 0.702975
0.011 -0.26323 0.03891 0.125151 -0.41358
0.159 -0.26917 0.044204 0.112987 0.798729
0.002 -0.26296 0.039812 0.12666 0.094774
0.137 -0.43688 0.077369 0.125925 -0.5865
0.256 -0.34518 0.059363 0.119021 0.541137
0.249 -0.37627 0.054918 0.112084 0.468662
0.094 -0.22651 0.051039 0.138799 -0.88184
0.266 -0.52491 0.068095 0.123438 -0.73625
-0.051 -0.26772 0.023021 0.130722 -0.47098
-0.005 -0.10664 0.05883 0.121913 0.564913
0.047 -0.29985 0.04801 0.163074 0.851632
0.083 -0.29619 0.05331 0.115986 0.014952
0.343 -0.6423 0.045803 0.116486 -0.2103
0.123 -0.13893 0.086313 0.12921 -0.63285
0.255 -0.27091 0.049406 0.110847 0.954484
0.111 -0.42554 0.047423 0.126931 -0.13716
0.077 -0.42158 0.048826 0.116737 -0.42987
0.178 -0.18153 0.0464 0.139631 0.206247
-0.002 -0.50009 0.063568 0.114028 -0.77228
0.092 -0.29063 0.045607 0.108772 -0.35926
0.274 -0.37531 0.069971 0.115911 0.592387
0.1 -0.36966 0.06637 0.117339 -0.51638
0.111 -0.14461 0.06466 0.113724 -0.01974
0.286 -0.35211 0.055 0.113732 0.684436
0.225 -0.3769 0.042638 0.101863 0.497661
0.596 -0.33802 0.043185 0.094691 0.820828
0.045 -0.23494 0.041231 0.113516 0.942611
0.506 -0.72178 0.056859 0.118666 0.881681
0.026 -0.14837 0.028653 0.102745 0.516924
0.484 -0.46228 0.069971 0.129897 0.161131
0.543 -0.68598 0.058008 0.136273 0.416928
-0.077 -0.24101 0.032649 0.136566 -0.13272
0.131 -0.1784 0.045803 0.113059 0.175407
0.165 -0.48439 0.065863 0.122703 -0.06374
0.07 -0.66839 0.050219 0.10215 0.346377
0.017 -0.1947 0.039824 0.144205 0.419293
0.201 -0.29706 0.059363 0.150397 -0.62832
0.184 -0.19384 0.051865 0.112122 0.997982
-0.003 -0.14489 0.068883 0.116921 0.453975
0.029 -0.32953 0.05331 0.103221 0.83827
0.36 -0.46439 0.059363 0.110945 -0.50052
0.281 -0.4018 0.081006 0.124239 -0.92362
0.096 -0.23403 0.063812 0.103502 0.39604
0.127 -0.45607 0.080062 0.126481 -0.59576
0.047 -0.24348 0.042011 0.134296 0.269154
0.195 -0.19713 0.05547 0.104784 -0.87706
0.016 -0.3017 0.071196 0.154003 0.323761
0.332 -0.61648 0.061294 0.134137 -0.12132
0.037 -0.1854 0.051865 0.145315 -0.59294
0.386 -0.55735 0.076537 0.129318 -0.22295
0.141 -0.44275 0.079177 0.120288 -0.24387
0.285 -0.73006 0.034 0.123257 0.395339
0.28 -0.83306 0.034481 0.123423 0.696854
0.05 -0.26192 0.044204 0.108093 0.557566
0.081 -0.18679 0.080062 0.134336 0.304296
-0.012 0.029262 0.075133 0.11256 -0.53813
0.108 -0.27849 0.039051 0.142289 -0.82941
0.071 -0.09693 0.042638 0.108375 -0.42185
0.182 -0.4598 0.050219 0.127943 -0.70465
0.077 -0.28583 0.070235 0.11128 0.485289
0.412 -0.4412 0.045607 0.117429 -0.37204
0.167 -0.36548 0.046615 0.11344 0.471542
0.611 -0.65405 0.04252 0.116033 0.946503
0.348 -0.43155 0.063285 0.103095 -0.73348
0.092 -0.18669 0.045 0.104148 0.556379
0.021 -0.11877 0.087206 0.129077 0.910203
0.183 -0.28289 0.072718 0.145015 0.154679
0.183 -0.56209 0.072945 0.123418 -0.1768
0.572 -0.89236 0.049203 0.118169 -0.17919
0.441 -0.51879 0.067742 0.125291 0.530185
0.176 -0.2302 0.049406 0.110442 0.49108
0.336 -0.54967 0.074094 0.133922 0.30052
0.31 -0.53785 0.054644 0.111357 0.728307
0.33 -0.3722 0.066037 0.10837 0.87502
0.037 -0.31823 0.036249 0.108516 -0.05439
0.077 -0.23769 0.036674 0.110273 -0.25622
0.452 -0.41612 0.064443 0.123841 0.016614
0.259 -0.41484 0.063285 0.110331 -0.33264
0.114 -0.25804 0.040459 0.154613 -0.26484
-0.014 -0.74804 0.054129 0.122932 0.241832
0.362 -0.55318 0.056302 0.114672 0.308887
0.182 -0.27734 0.046647 0.109974 0.557255
0.085 -0.12068 0.045 0.122271 -0.77019
0.213 -0.45535 0.042011 0.103267 -0.37161
0.196 -0.38334 0.035777 0.125316 0.884504
0.278 -0.55192 0.024698 0.117033 -0.62408
0.16 -0.33597 0.042011 0.110752 0.516722
0.296 -0.57329 0.054083 0.11593 0.500035
0.364 -0.61509 0.085959 0.132849 0.268534
0.217 -0.36646 0.0414 0.10864 0.655357
0.043 -0.3844 0.051478 0.110368 0.388277
0.065 -0.16806 0.06673 0.111067 0.189376
0.009 -0.21524 0.044407 0.115231 0.067975
0.204 -0.31789 0.061587 0.108894 0.916987
0.537 -0.41779 0.05964 0.11937 -0.17361
0.184 -0.31067 0.050803 0.12159 -0.06529
0.254 -0.33927 0.041231 0.107154 0.270732
-0.009 -0.16393 0.035777 0.122285 0.67443
0.138 -0.35647 0.044204 0.099725 -0.03108
-0.026 -0.33335 0.082292 0.123738 -0.44274
0.047 -0.12544 0.054918 0.112391 0.427203
0.316 -0.36015 0.088192 0.114041 0.535416
0.205 -0.41693 0.042011 0.10955 -0.44223
0.047 -0.30714 0.031764 0.122677 0.293635
0.462 -0.45618 0.071196 0.117073 -0.52396
0.212 -0.19145 0.04801 0.124407 -0.84034
0.163 -0.28811 0.061911 0.106711 0.071524
0.139 -0.32048 0.076026 0.110058 0.678899
0.168 -0.2772 0.050477 0.163513 -0.42781
0.326 -0.56617 0.060539 0.123632 -0.96853
0.19 -0.33754 0.049648 0.105876 -0.26885
-0.022 -0.24416 0.068883 0.132403 0.598719
0.282 -0.49396 0.053535 0.111222 -0.02546
0.194 -0.38581 0.059169 0.14901 0.983068
0.153 -0.35335 0.085906 0.121031 0.03957
0.14 -0.41719 0.022203 0.161917 0.134506
0.031 -0.14058 0.032202 0.110622 0.02858
0.167 -0.2607 0.044407 0.107104 0.902561
0.311 -0.38269 0.077826 0.12678 0.551315
0.242 -0.43479 0.054918 0.109834 0.669503
0.441 -0.66546 0.047201 0.125761 0.940672
0.138 -0.21805 0.045 0.101997 0.937866
0.27 -0.43815 0.047434 0.116484 0.516533
0.112 -0.29527 0.066241 0.136747 -0.66168
0.167 -0.38905 0.068095 0.165834 -0.97269
0.103 -0.21208 0.057801 0.145587 0.582531
0.157 -0.43068 0.053535 0.115253 -0.55879
-0.043 -0.20665 0.046872 0.115913 -0.91659
0.075 -0.14525 0.066648 0.128219 -0.44127
0.288 -0.53184 0.053535 0.152307 -0.90174
0.19 -0.31043 0.037121 0.100796 -0.94882
0.409 -0.43916 0.042801 0.116409 0.616011
0.38 -0.49237 0.044204 0.114184 -0.81093
0.068 -0.28155 0.055226 0.171668 0.178174
0.294 -0.44326 0.042201 0.107098 -0.82387
0.729 -0.76771 0.086821 0.13219 0.719007
0.044 -0.25752 0.063134 0.103522 0.324431
0.545 -0.30095 0.041868 0.124178 -0.98473
0.195 -0.55376 0.072006 0.106385 -0.71965
0.308 -0.42914 0.042011 0.107355 -0.84297
0.067 -0.09507 0.042011 0.132358 -0.62375
0.008 -0.12541 0.044777 0.130535 0.108549
0.051 -0.41599 0.045221 0.121663 -0.6144
0.143 -0.36069 0.0614 0.109533 -0.35987
0.147 -0.51421 0.024698 0.111598 -0.82633
0.263 -0.47924 0.039051 0.109577 0.781705
-0.072 -0.09608 0.046227 0.132572 -0.16411
0.282 -0.48372 0.060033 0.117535 -0.06181
0.19 -0.53461 0.062265 0.113623 -0.06143
0.317 -0.42207 0.076661 0.122819 0.098098
0.103 -0.45163 0.062265 0.124944 -0.66789
0.061 -0.33599 0.044721 0.149688 0.562265
0.176 -0.26668 0.076478 0.117903 -0.75482
0.091 -0.25397 0.086313 0.114336 0.547278
0.158 -0.25635 0.04801 0.104532 0.867468
0.241 -0.49495 0.050219 0.113345 0.675056
0.136 -0.3165 0.06723 0.142406 -0.6536
0.24 -0.4797 0.063285 0.11509 -0.22581
0.216 -0.55882 0.056603 0.128021 0.667588
0.031 -0.25497 0.079605 0.152689 0.679943
-0.003 -0.13615 0.039204 0.133221 0.016896
0.062 -0.33999 0.033615 0.109439 0.487823
0.019 -0.27721 0.0436 0.117031 -0.37231
-0.074 -0.07048 0.068883 0.104355 0.72674
-0.16 -0.40253 0.070235 0.143115 -0.89333
0.198 -0.53173 0.05547 0.141722 -0.5161
0.076 -0.40491 0.049648 0.119329 -0.36626
0.025 -0.10758 0.038288 0.124429 0.679742
0.048 -0.35916 0.032649 0.171411 0.36942
0.337 -0.48183 0.071561 0.121214 0.282643
0.253 -0.46701 0.050477 0.130716 -0.88151
0.148 -0.26894 0.087235 0.110803 0.827864
0.321 -0.35834 0.047634 0.12054 -0.20069
0.419 -0.5709 0.067742 0.127363 0.15163
0.167 -0.33612 0.058668 0.10834 0.99644
0.234 -0.45811 0.053254 0.109358 0.38989
0.1 -0.45464 0.051865 0.112369 0.964582
0.059 -0.22008 0.044654 0.099504 0.921262
0.091 -0.13242 0.050219 0.125047 0.082717
0.513 -0.80592 0.074625 0.118554 -0.65913
0.473 -0.59675 0.079755 0.121601 -0.52064
-0.034 -0.22887 0.038418 0.139997 -0.87877
0.214 -0.45575 0.087664 0.118242 -0.47267
0.139 -0.27334 0.0614 0.102368 0.994545
0.23 -0.24746 0.065 0.12079 0.770322
0.277 -0.44899 0.07071 0.128048 -0.59028
0.228 -0.3778 0.045 0.13895 -0.64126
0.254 -0.45423 0.05714 0.122257 -0.68953
0.139 -0.26374 0.073824 0.15686 -0.31466
0.438 -0.41413 0.055758 0.159081 0.486401
0.046 -0.41204 0.074242 0.109881 -0.82121
0.227 -0.36092 0.062968 0.108421 0.730911
0.074 -0.39538 0.039357 0.108836 0.333256
0.361 -0.65848 0.082734 0.128524 0.333419
0.102 -0.16422 0.07071 0.140827 -0.59448
0.274 -0.36916 0.047201 0.105964 0.179587
0.354 -0.50266 0.077025 0.131906 -0.77834
0.181 -0.19329 0.061057 0.0886 -0.98023
0.025 -0.15313 0.068883 0.113964 0.143118
0.161 -0.34366 0.078771 0.107474 0.403414
0.077 -0.23594 0.049648 0.142406 -0.83388
0.226 -0.42393 0.085883 0.11541 0.879871
0.423 -0.49478 0.045607 0.112257 -0.74563
0.156 -0.21479 0.065 0.136773 0.823347
0.333 -0.68994 0.080622 0.10743 0.553277
-0.017 -0.23025 0.075133 0.130605 -0.22021
0.11 -0.14205 0.04801 0.106269 0.226818
0.11 -0.22917 0.06637 0.10169 -0.83846
0.329 -0.68131 0.059682 0.11028 0.554811
0.424 -0.71898 0.049091 0.114791 0.110132
0.351 -0.60867 0.071021 0.128355 0.197625
0.041 -0.10601 0.052153 0.111799 0.279921
0.299 -0.47437 0.050477 0.107076 -0.66878
0.128 -0.49948 0.058668 0.121392 0.316128
0.151 -0.4173 0.05883 0.10085 0.450289
0.057 -0.16464 0.039051 0.123431 0.313072
0.069 -0.21269 0.053535 0.130747 -0.91363
0.132 -0.48327 0.0614 0.18439 -0.44211
0.46 -0.47314 0.049648 0.1377 0.315832
0.354 -0.87807 0.085906 0.349523 0.948648
0.19 -0.29169 0.079177 0.154304 0.275902
0.063 -0.1493 0.061854 0.135136 0.299331
0.096 -0.27153 0.049648 0.158035 0.829014
0.063 -0.10711 0.04827 0.131029 -0.55235
0.247 -0.44721 0.088119 0.119421 0.75164
0.207 -0.36273 0.059682 0.164069 -0.39008
0.14 -0.21805 0.052697 0.104676 -0.5405
0.101 -0.30121 0.038288 0.134883 -0.77607
-0.017 -0.2464 0.040607 0.135657 0.349416
0.162 -0.45466 0.045803 0.155244 -0.90965
0.054 -0.34599 0.042801 0.120769 0.77575
0.094 -0.11535 0.072006 0.129963 0.315564
0.17 -0.26412 0.081884 0.121114 -0.88734
0.054 -0.35724 0.057801 0.132274 0.895548
0.195 -0.29014 0.055036 0.118128 0.172908
0.071 -0.05403 0.046043 0.12024 -0.78007
0.057 -0.47937 0.033541 0.113772 -0.84744
0.05 -0.60317 0.059169 0.135008 0.487064
-0.036 -0.22345 0.034438 0.126951 -0.37995
0.133 -0.44971 0.030413 0.108965 -0.04627
-0.06 -0.15247 0.056302 0.103488 0.527772
0.099 -0.18486 0.033105 0.104763 0.538643
-0.027 -0.2719 0.067977 0.128963 -0.81096
0.488 -0.78261 0.058249 0.12216 0.436468
0.3 -0.54461 0.085906 0.117279 -0.46264
0.168 -0.4421 0.064884 0.12694 0.227115
0.071 -0.2486 0.05818 0.118057 -0.35495
0.192 -0.11294 0.040718 0.092714 -0.26002
-0.044 -0.17745 0.0386 0.123332 0.679084
0.195 -0.24465 0.065764 0.122858 0.08413
0.216 -0.37852 0.036124 0.11201 0.229527
0.387 -0.63924 0.075591 0.124783 -0.78086
0.274 -0.48337 0.055569 0.112558 -0.25013
0.085 -0.36878 0.07879 0.119311 0.322307
0.301 -0.40758 0.068963 0.115374 0.082289
0.287 -0.32309 0.0414 0.113029 -0.21983
0.305 -0.44876 0.058668 0.116352 -0.42686
0.073 -0.31904 0.047707 0.144519 0.219808
